id_label,nom_fichier_vignette,hash_vignette,area,length,width,ratio,roundness,rectangularity,perimeter,perim_area,compactness,color_blue_mean,color_green_mean,color_red_mean,color_blue_var,color_green_var,color_red_var,gray_level_min,gray_level_max,gray_level_mean,gray_level_var
26,103_d-2020-06-10_tr_n-000_h-201407;1910;1947;639;713;V0.png,627784e749b05f748f963bab4236ea4f,1646.5,72.5181,32.0147,2.26515,0.0996595,0.709195,205.581,8.00902,0.489561,37.0311,82.7834,79.0467,46.7053,1079.09,739.403,38,165,75.9136,773.281
26,103_d-2020-06-10_tr_n-000_h-201407;291;344;1224;1288;V0.png,eb7092283be5fed16948b4abb9ffd7e8,1621.5,68.2023,32.3757,2.10659,0.110961,0.734343,185.865,8.72407,0.589836,23.406,87.7325,77.7266,229.18,1218.98,722.955,29,168,77.3783,859.374
26,103_d-2020-06-10_tr_n-000_h-201407;481;533;1167;1234;V0.png,a8f79864f4093f161360576d27570f8d,1942.5,67.1028,41.0555,1.63444,0.137319,0.705097,191.723,10.1318,0.664084,29.7647,91.9263,86.2605,51.7262,1013.03,576.052,31,163,82.9787,691.759
26,103_d-2020-06-10_tr_n-000_h-201407;624;690;840;875;V0.png,8e20bddd8946234868103436a51ef2e6,1075,68.893,24.1404,2.85385,0.0720956,0.646382,178.995,6.00576,0.421635,40.046,98.4909,91.3527,28.2472,1042.12,599.064,52,158,89.2676,699.523
26,103_d-2020-06-10_tr_n-000_h-201407;913;976;1692;1723;V0.png,aa9e5850c572d40d90ef73e83effdc1a,1328,62.5458,29.4112,2.1266,0.108057,0.721917,173.196,7.66762,0.55633,33.6923,100.168,91.7671,100.76,744.433,462.882,53,170,90.0028,519.692
26,103_d-2020-06-10_tr_n-000_h-230037;1824;1880;1146;1202;V0.png,0791b84f172f0603172580635567d4a1,874.5,66.9328,29.6494,2.25748,0.0621343,0.440661,206.35,4.23794,0.258083,43.0355,102.425,94.0991,18.9247,1153.74,632.34,59,161,92.6142,745.688
26,103_d-2020-06-11_tr_n-000_h-200100;1703;1768;1105;1134;V0.png,03e1414824216c6c6ac121e77062447e,1274,64.3678,27.5924,2.33281,0.0978774,0.717318,161.054,7.9104,0.617216,50.552,101.147,94.6426,12.7198,901.21,498.513,67,162,92.974,590.921
26,103_d-2020-06-12_tr_n-000_h-230055;489;552;429;458;V0.png,0fe8ab86466ac1cad81f67049d93d107,1237,62.7572,27.2601,2.30216,0.0999754,0.723067,168.711,7.33208,0.546128,25.3529,94.0457,88.8003,82.364,821.69,480.654,43,163,84.5892,585.916
26,103_d-2020-06-13_tr_n-000_h-200051;294;327;516;585;V0.png,3c34cf03ff8cc7cf195e408acfaaafee,1560,69,33,2.09091,0.104298,0.685112,187.539,8.31826,0.557379,20.5158,96.7768,82.9002,203.238,1171.88,753.895,32,163,83.8887,848.62
26,103_d-2020-06-13_tr_n-000_h-200051;801;844;864;921;V0.png,cdab67a6be59e020b6d52b2a20fd3c41,1322,61.6,30.2,2.03974,0.110897,0.71063,160.995,8.21144,0.640939,49.3002,95.6645,90.9705,7.01354,711.787,384.384,56,161,88.5716,463.292
26,103_d-2020-06-15_tr_n-000_h-202034;1187;1231;241;296;V0.png,f78e998559d8c0c33be23a712b102839,1229.5,60.1041,28.2843,2.125,0.108336,0.723235,158.066,7.7784,0.618388,36.8238,98.2604,94.8617,27.8391,582.921,336.696,57,160,89.9954,398.15
26,103_d-2020-06-16_tr_n-000_h-230021;1781;1821;343;405;V0.png,f6d344d33ed8dd7cc99cf6668d0961c0,1287.5,66.7241,27.1956,2.45349,0.0920518,0.709523,168.752,7.62953,0.568143,32.3848,89.8079,84.8845,58.0116,810.706,512.844,47,162,81.521,568.878
26,103_d-2020-06-21_tr_n-000_h-202919;1183;1244;1324;1359;V0.png,c3b0432b03dcd8802218bc982411945e,1478,60.1325,35.2673,1.70505,0.130109,0.696936,175.539,8.41978,0.602749,56.0739,101.194,94.9177,8.47719,630.871,363.618,70,161,93.768,414.991
26,103_d-2020-06-21_tr_n-000_h-202919;1516;1559;1261;1328;V0.png,cc227f4b8a6a86a98b82c9ff10478234,1544.5,69.7653,30.8577,2.26087,0.101009,0.717438,182.752,8.45133,0.581128,54.3167,95.2329,91.0838,7.46101,693.555,373.864,66,160,88.9593,451.054
26,103_d-2020-06-21_tr_n-000_h-202919;367;425;1185;1216;V0.png,cfda5269aac07f6680008be63a8320cf,1068.5,59.6,25.84,2.3065,0.0957486,0.693802,151.439,7.05567,0.585479,28.8244,97.9753,88.2665,185.922,978.148,577.177,45,168,87.15,693.157
26,103_d-2020-06-21_tr_n-000_h-202919;801;844;1573;1645;V0.png,877f73fd6a6ecc44630d758bf9f0578a,976,77.1007,20.0551,3.84444,0.0522617,0.631199,185.966,5.24828,0.354646,37.471,100.598,94.4065,72.8437,680.763,373.896,53,162,91.4378,462.107
26,103_d-2020-06-21_tr_n-000_h-230419;1340;1399;1169;1210;V0.png,5d65f52d42c77dca3950634ef2445649,1383,61.3369,32.7415,1.87337,0.117012,0.688656,164.995,8.38208,0.638397,65.2555,111.955,107.57,4.46157,536.637,294.559,75,161,104.948,348.826
26,103_d-2020-06-21_tr_n-000_h-230419;423;449;368;437;V0.png,cf65fbfaafdbe9510a521912d26dfb35,1323,69,26,2.65385,0.0884528,0.737458,173.882,7.6086,0.549869,21.4233,94.3376,81.3205,136.044,1257.95,724.031,30,165,82.0807,874.304
26,103_d-2020-06-27_tr_n-000_h-200057;1533;1571;353;415;V0.png,e77af3a2c9ef3181976fc01e81b91f48,1390.5,62.7572,31.3786,2,0.112381,0.706113,183.581,7.57432,0.518474,39.4976,92.9333,90.4152,23.1254,1001.82,642.024,49,161,85.693,694.864
26,103_d-2020-06-27_tr_n-000_h-200057;993;1023;881;951;V0.png,4eaeef15282e35c55cc110cf11cb634c,1483.5,70.0639,27.9687,2.50508,0.0961942,0.757044,182.953,8.10863,0.556951,61.4013,106.489,101.169,10.368,789.78,452.012,71,160,99.3112,522.444
26,106_d-2020-05-06_tr_n-000_h-200049;1232;1281;1140;1193;V0.png,0f8225826e106a92decdf3d5f6e097e0,1279,59.397,28.9914,2.04878,0.115396,0.742741,161.966,7.89674,0.612682,68.3043,121.91,118.821,6.55546,321.031,239.029,89,164,114.648,231.302
26,106_d-2020-05-08_tr_n-000_h-200030;2244;2279;1119;1190;V0.png,ad29cd738450e0f23af7010ceaf0ec43,1288.5,74.883,27.067,2.76658,0.0731422,0.635712,188.551,6.83368,0.455444,20.6876,103.677,88.2868,121.606,1050.63,698.917,29,164,89.2355,751.696
26,106_d-2020-06-10_tr_n-000_h-230058;1794;1831;729;799;V0.png,25bff686b8dc7384a7cd3b56e269a76a,1609,69.8863,32.8877,2.125,0.104863,0.700052,188.995,8.51346,0.566064,44.6065,110.865,96.6391,7.77357,451.456,261.701,53,159,98.5367,292.197
26,106_d-2020-06-16_tr_n-000_h-200050;1162;1216;525;587;V0.png,e824a8a37fc653bd4c3f9747f1798199,1635,66.468,35.3553,1.88,0.117799,0.695745,187.622,8.71431,0.583658,52.5491,127.839,115.046,8.15063,197.175,116.887,95,159,115.032,131.272
26,106_d-2020-06-16_tr_n-000_h-200050;1617;1647;354;426;V0.png,d3bab4d666449dcb298fe70985017fdc,1441,73.1575,28.7698,2.54286,0.085703,0.684649,198.024,7.27688,0.461781,36.9025,118.801,100.688,12.1364,398.155,231.595,64,157,103.381,258.369
26,106_d-2020-06-16_tr_n-000_h-200050;1856;1919;1257;1323;V0.png,f0708f79d167ffd8b058a543d916c0cb,2343,69.0602,57.1341,1.20874,0.156375,0.593812,229.137,10.2253,0.560779,42.19,110.863,104.732,80.3161,621.235,463.144,47,163,100.985,468.26
26,106_d-2020-06-16_tr_n-000_h-200050;1931;1995;1488;1548;V0.png,dca76a059aa8d3901d39ff63f301ffac,1884,60.3215,55.0724,1.09531,0.164811,0.567119,231.622,8.13393,0.441296,42.9909,112.567,108.755,257.844,603.067,524.894,61,170,103.473,511.58
26,106_d-2020-06-16_tr_n-000_h-200050;2012;2073;721;751;V0.png,16420a2a98968ac07d997dd28f7335d6,1101.5,63.4074,23.2701,2.72484,0.0872078,0.746528,159.782,6.89378,0.542176,30.5722,109.687,94.2818,18.9604,800.738,540.286,55,159,95.532,557.76
26,106_d-2020-06-16_tr_n-000_h-200050;2151;2202;1037;1098;V0.png,5ece5b1a96be75f66106311a7287fccc,1100.5,68.531,25.9205,2.64389,0.0745875,0.619526,185.865,5.92096,0.400318,28.311,116.403,101.845,149.738,625.021,377.52,55,163,101.572,426.748
26,106_d-2020-06-16_tr_n-000_h-200050;2187;2242;968;1008;V0.png,dc53bf27fb46d192e051d52517039e6f,906.5,63.3372,19.8944,3.18367,0.0719284,0.719414,152.752,5.93444,0.488205,23.8258,115.831,98.5247,54.8944,589.897,393.396,59,161,99.8485,417.069
26,106_d-2020-06-16_tr_n-000_h-200050;237;273;830;894;V0.png,ee77f7c9efe6e47821540342cece6b7b,1228,65.8507,24.5051,2.68722,0.0901422,0.760994,166.167,7.39018,0.558883,48.2743,95.0385,95.6818,365.016,790.92,555.687,41,171,89.8975,647.734
26,106_d-2020-06-16_tr_n-000_h-200050;277;307;1012;1076;V0.png,85b0fc135fced64a61430f602ec4f285,1303.5,64.2804,27.6134,2.32787,0.100416,0.734366,163.64,7.96568,0.611708,50.2731,92.4263,94.6674,431.557,825.89,618.929,36,172,88.2781,700.154
26,106_d-2020-06-16_tr_n-000_h-200050;698;763;371;405;V0.png,6590a589fefbc811e5d9e439eb2048c4,1496.5,65,34,1.91176,0.112746,0.677149,168.125,8.90112,0.665308,38.4895,107.242,100.507,98.9412,484.26,338.661,48,169,97.3176,366.385
26,106_d-2020-06-16_tr_n-000_h-200050;873;905;1056;1117;V0.png,5ef3291d3123b13fbbd15d3797f60d07,1187.5,59.7518,27.7468,2.15347,0.105872,0.716257,164.267,7.22908,0.553022,60.9881,107.855,109.046,61.0945,491.073,341.837,76,167,102.835,369.777
26,106_d-2020-06-16_tr_n-000_h-230039;1395;1424;911;980;V0.png,db8e8adafd0c89c0864fa005c66f7cfb,1366,67.7415,28.9669,2.33858,0.0947527,0.696136,175.539,7.78174,0.557074,72.5388,121.872,113.461,5.93548,283.029,204.139,86,162,113.235,198.179
26,106_d-2020-06-16_tr_n-000_h-230039;2228;2252;1236;1301;V0.png,c82274210213709d1dd74b8c8abcffcc,1033.5,64.8538,20.5752,3.15204,0.078215,0.774518,158.811,6.50773,0.514942,23.1285,108.67,96.2199,170.836,826.087,495.145,46,166,94.9493,580.895
26,106_d-2020-06-18_tr_n-000_h-200021;1659;1714;1020;1083;V0.png,d1e291574c68ea012442337688709ac9,1586,65.0538,36.0624,1.80392,0.119291,0.676044,200.936,7.89306,0.493625,54.5809,113.585,101.851,6.96407,540.411,445.58,68,165,102.984,401.582
26,106_d-2020-06-18_tr_n-000_h-200021;1713;1759;388;442;V0.png,b0ed60abbad6193407cedaadb139f39b,1242,60.9078,29.0483,2.09677,0.106568,0.701985,164.167,7.56549,0.579112,34.0397,125.42,100.757,3.96029,314.05,207.449,82,158,107.14,210.972
26,106_d-2020-06-18_tr_n-000_h-200021;1890;1916;835;892;V0.png,d1a2b864b29ebd0bb8798fdbf60ce0ca,891.5,58.2465,20.5922,2.82857,0.0836434,0.743274,143.983,6.19171,0.540394,40.5481,119.619,101.479,14.1807,456.531,273.183,65,159,104.578,301.892
26,106_d-2020-06-18_tr_n-000_h-200021;473;530;915;966;V0.png,6ce6d60ef6d3a71ca8429fc26d091e0a,1187.5,68.4131,25.8148,2.65015,0.0807615,0.672397,179.865,6.60217,0.461265,60.673,115.489,115.223,284.596,697.764,536.88,64,170,109.169,582.994
26,106_d-2020-06-18_tr_n-000_h-200021;766;800;325;395;V0.png,5ec35394fbb166bdb5592fd5c1787a4c,1548.5,70.0539,31.0435,2.25664,0.100438,0.712047,184.267,8.40357,0.573094,35.1903,107.77,96.8324,60.6734,433.696,291.472,74,161,96.1805,320.246
26,106_d-2020-06-24_tr_n-000_h-230050;2216;2284;1344;1401;V0.png,b61e12ea9ce1f5bee87fd897dc1b9127,1942.5,74.1053,36.0991,2.05283,0.112593,0.726132,201.522,9.63915,0.601072,25.7798,99.2928,89.5447,127.165,580.68,398.096,53,167,87.964,434.71
26,107_d-2020-06-19_tr_n-000_h-211312;2197;2251;512;570;V0.png,dcc8a5c5585e090cc2e2f96a4721fef1,1490.5,65.7609,29.6985,2.21429,0.10971,0.763185,175.037,8.51536,0.611342,19.0807,85.2838,76.5644,184.854,1376.63,978.096,22,167,74.836,1019.78
26,107_d-2020-08-05_tr_n-000_h-210206;2122;2177;537;596;V0.png,4e684f81f41cb885b7e421cdd7d66036,1184,65.7936,29.3173,2.24419,0.0870633,0.613824,216.392,5.47155,0.317746,23.9732,94.0724,84.4654,148.522,1327.61,1075.34,24,167,82.9189,1014.5
26,107_d-2020-08-06_tr_n-000_h-210711;1162;1218;523;550;V0.png,b82285fa69b8b43139d1c1bb4e5bac85,1089.5,57.0522,26.2424,2.17405,0.106545,0.727698,150.468,7.24074,0.604712,52.6202,105.445,97.4074,18.9881,484.986,261.894,66,162,96.5156,318.587
26,107_d-2020-08-15_tr_n-000_h-210350;1320;1372;767;790;V0.png,834e86ae6b1cf6c3993598f9b07370f3,865.5,51.8385,22.542,2.29965,0.102521,0.740666,135.983,6.36478,0.588179,67.2041,123.947,115.278,3.13869,272.586,135.19,83,162,114.328,171.855
26,107_d-2020-08-16_tr_n-000_h-211435;1325;1371;785;808;V0.png,0789a49953d7828a3696f0fa3b27ce75,378,43.8269,22.8079,1.92157,0.0626412,0.378151,126.368,2.99127,0.297461,68.6937,139.933,127.457,4.66722,393.78,245.325,96,162,127.884,271.532
26,107_d-2020-08-20_tr_n-000_h-210930;1586;1644;772;804;V0.png,ba2fdb69448d5acd325ee6ef57760f20,1310.5,58.034,31.2077,1.85961,0.123857,0.72359,165.782,7.90497,0.599202,56.2053,128.99,115.202,7.05255,266.911,173.595,94,160,116.106,182.854
26,114_d-2020-05-19_tr_n-000_h-200013;1662;1693;1278;1341;V0.png,4550a65333d83cb90eead96f24148d89,1100.5,63.4439,23.2475,2.72906,0.0870283,0.746146,164.125,6.70526,0.513394,47.9514,116.847,108.893,21.238,433.812,243.141,71,163,105.99,280.356
26,114_d-2020-06-15_tr_n-000_h-200103;2151;2187;573;632;V0.png,e4ead81e6e494bdf86f850881021bec4,1118.5,60.7707,26.7686,2.27023,0.0964047,0.68757,155.095,7.21169,0.584316,29.9257,106.904,96.2618,289.013,804.915,471.335,47,172,94.875,555.498
26,116_d-2020-06-05_tr_n-000_h-201132;1603;1652;1252;1311;V0.png,79a860579f0129a157cbf257c7439a15,1434,65.6,30,2.18667,0.10607,0.728659,173.622,8.25931,0.597789,51.236,101.057,94.3664,8.01942,456.546,292.017,62,159,92.9362,307.443
26,116_d-2020-06-06_tr_n-000_h-201439;1588;1654;771;808;V0.png,52315ff184f4e213a7c01b3a6af6eb0d,1636.5,66.7241,35.1013,1.9009,0.117004,0.698732,177.439,9.22291,0.653175,56.0969,115.768,105.564,6.95912,235.373,156.864,77,162,105.432,161.745
26,116_d-2020-06-07_tr_n-000_h-201512;1383;1441;1006;1054;V0.png,da89f2250041dee8d3ec0ebdbcc36e99,1461.5,67.6035,28.2962,2.38914,0.101791,0.764016,171.723,8.51081,0.622805,71.9086,111.026,105.057,6.69661,298.105,169.612,77,162,104.448,196.981
26,116_d-2020-06-07_tr_n-000_h-201512;174;239;1229;1281;V0.png,be75f7995abc016c6f02b42813d4c248,1226,77.7817,24.0416,3.23529,0.0645038,0.655615,192.108,6.38184,0.417456,28.2301,108.594,99.3045,302.35,837.12,605.81,56,169,96.6457,660.195
26,116_d-2020-06-07_tr_n-000_h-201512;1764;1804;734;794;V0.png,bed73ec3f08d3d419f2568d929950b3e,1012,63.2328,24.9044,2.53902,0.0805649,0.642631,184.794,5.47637,0.372405,46.4439,111.907,100.646,17.2597,680.389,447.379,57,162,100.543,476.178
26,116_d-2020-06-07_tr_n-000_h-201512;1917;1965;1287;1350;V0.png,06d1bd8401f8b50e7f636c4927a9dbe4,1565,69.4,31,2.23871,0.10343,0.727433,181.137,8.63986,0.59939,33.7348,94.9659,84.0012,26.2217,549.467,367.934,46,162,84.1628,380.328
26,116_d-2020-06-07_tr_n-000_h-201512;2292;2354;1387;1430;V0.png,338989be2b35c168b1a2229cca6dc70e,1233,65.2235,27.662,2.35787,0.0922581,0.6834,174.995,7.04592,0.505967,12.9296,101.024,90.4828,110.596,575.862,399.059,47,166,87.5264,423.633
26,116_d-2020-06-08_tr_n-000_h-200513;1042;1094;1107;1169;V0.png,8e83cc42217bfa221a3d27dfd3157ba6,1403,70.0904,26.9067,2.60494,0.0909057,0.74394,180.108,7.78979,0.543505,62.7166,107.956,100.46,15.2404,357.043,194.41,74,163,100.07,233.493
26,116_d-2020-06-08_tr_n-000_h-200513;1427;1461;330;396;V0.png,1c234a740eba9a6e9bbd3a4205743b8e,1214,66.6348,25.044,2.66071,0.0870295,0.727469,169.338,7.16909,0.532009,43.874,101.783,98.0179,51.2065,458.176,315.246,62,166,93.874,335.468
26,116_d-2020-06-08_tr_n-000_h-200513;1819;1843;341;401;V0.png,8849018b353a020e128f82c3b2626b20,1017.5,60.2446,23.7327,2.53846,0.0892377,0.711654,154.326,6.59319,0.536867,34.4531,101.592,94.0184,172.397,680.583,450.27,40,169,91.4237,502.06
26,116_d-2020-06-08_tr_n-000_h-233637;1067;1109;1120;1188;V0.png,76955e2dfd18bdb9bc9e5e73329689fb,1163.5,72.0791,23.4257,3.07692,0.0712849,0.689071,181.723,6.40261,0.442748,63.2284,113.525,104.594,22.1795,361.977,225.323,77,165,104.575,252.905
26,116_d-2020-06-08_tr_n-000_h-233637;1727;1790;513;552;V0.png,f48e9eacc04bacf1bdc45a3616b81c5c,1625.5,65.4429,36.1088,1.81238,0.120812,0.687877,181.924,8.93506,0.617188,40.9249,96.5029,88.8099,29.6692,517.727,321.797,49,161,87.5329,361.162
26,116_d-2020-06-09_tr_n-000_h-201608;1200;1263;398;437;V0.png,91de666d0e5ae0944265e91e13af9d03,1493,61.415,32.4228,1.89419,0.125997,0.749781,178.995,8.34102,0.585583,46.2894,98.8585,94.5156,22.4899,566.875,340.474,48,164,91.3442,387.74
26,116_d-2020-06-09_tr_n-000_h-201608;1786;1848;1267;1306;V0.png,e37e5ee2973916753715c805ed1d0067,1333,65.1568,26.2633,2.4809,0.099945,0.77897,169.338,7.87183,0.584158,42.1922,97.5231,87.5772,38.2819,558.472,345.013,53,162,87.5623,372.249
26,116_d-2020-06-09_tr_n-000_h-201608;2124;2147;1651;1721;V0.png,9329ec779b3a8cef11bda84ce0d56f69,1152.5,69.9232,22.992,3.04119,0.0750324,0.716873,168.811,6.82715,0.508216,13.5598,99.4378,86.4963,173.734,832.124,437.296,29,168,85.2693,543.137
26,116_d-2020-06-09_tr_n-000_h-201608;2303;2376;952;987;V0.png,9bb403450ab19edaf87ee7d3a6e1cc65,1166,75.7448,26.4401,2.86477,0.0646909,0.582215,209.48,5.56616,0.333905,19.6895,93.3384,81.8822,171.631,1268.5,958.703,30,167,81.2484,972.494
26,116_d-2020-06-09_tr_n-000_h-201608;2335;2419;744;828;V0.png,69cec9ead54706334dce5bfbb375622a,3015.5,103.69,61.0836,1.69751,0.0892757,0.476099,365.061,8.26026,0.28434,14.4099,78.6229,72.8119,244.056,1172.75,774.791,11,169,69.1925,874.559
26,116_d-2020-06-09_tr_n-000_h-201608;465;534;1508;1543;V0.png,2e401d902d316f0b075681a491d85272,1435,71.0913,29.2972,2.42655,0.0903792,0.688983,174.51,8.22304,0.592138,26.5682,94.3695,85.1331,149.678,614.715,406.016,51,169,83.749,446.401
26,116_d-2020-06-09_tr_n-000_h-201608;863;884;261;337;V0.png,4d78610b5e7a7be6000d252efa96f3cf,1124.5,76,21,3.61905,0.0619701,0.704574,185.439,6.064,0.410931,41.4121,100.025,92.9262,126.146,688.368,444.274,39,170,91.1766,505.368
26,116_d-2020-06-09_tr_n-000_h-201608;977;1029;857;916;V0.png,a7e346df57c4ef669f0413c797dfb3e9,1315,65.8149,26.9726,2.44006,0.0966334,0.740762,182.108,7.221,0.498287,60.5699,110.706,102.522,7.94252,424.427,257.228,77,162,102.076,286.326
26,116_d-2020-06-09_tr_n-000_h-231950;1099;1157;863;915;V0.png,13aabe634b9ec03ab1e0640e64758f4e,1226,69,23.2,2.97414,0.0819676,0.765867,180.108,6.80704,0.474937,68.1217,123.419,115.77,5.19011,320.06,187.745,80,164,114.466,214.799
26,116_d-2020-06-09_tr_n-000_h-231950;968;1028;890;927;V0.png,a08b5b54d90a6ac8d9a995a76a0a7ae0,798.5,64.5824,22.4155,2.88115,0.0609391,0.551585,172.894,4.61842,0.335678,61.0471,108.46,100.546,11.9598,412.389,246.797,75,161,100.267,283.474
26,116_d-2020-06-10_tr_n-000_h-201034;520;587;1409;1461;V0.png,89e1264676fc7f50fb415eebb834ebe6,1778,74.1405,31.5404,2.35065,0.102961,0.760342,197.622,8.99696,0.572097,30.0108,93.6328,87.3796,95.3687,669.787,407.875,56,163,84.4355,477.608
26,116_d-2020-06-11_tr_n-000_h-200442;1166;1201;1681;1753;V0.png,54d48e9bee1d248f8b84206912dc5400,1483.5,70.8676,30.1805,2.34812,0.0940248,0.693606,204.409,7.2575,0.446166,33.1546,91.8696,84.4122,21.7643,757.501,466.404,44,162,82.5528,515.525
